,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_model__criterion,param_model__max_depth,param_pca,param_scale,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
142,0.746002038,0.012643019,0.606926647,0.640210643,entropy,5,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0), 'model__criterion': 'entropy', 'model__max_depth': 5, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",26,0.590118039,0.650938399,0.588466778,0.642489595,0.642197669,0.627203935,0.027730126,0.001833498,0.024948545,0.009822641
60,0.462824663,0.005389373,0.606523055,0.638344154,gini,5,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)",,"{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': None}",27,0.583989104,0.65400333,0.588315423,0.641922058,0.647268049,0.619107075,0.0230377,0.000522177,0.028864061,0.014469236
58,0.572460572,0.016397635,0.605816769,0.641232258,gini,5,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",28,0.58845339,0.65286817,0.587937036,0.642640938,0.641062509,0.628187666,0.035512982,0.002773121,0.02492245,0.010124891
48,0.937984625,0.012586355,0.605438402,0.637978264,gini,5,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)",,"{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': None}",29,0.5687046,0.648289693,0.615634933,0.636171018,0.631981232,0.629474082,0.005500223,0.002745301,0.026820133,0.007787015
54,0.926503023,0.013730605,0.605438402,0.637978264,gini,5,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True)",,"{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': None}",29,0.5687046,0.648289693,0.615634933,0.636171018,0.631981232,0.629474082,0.032704016,0.003542394,0.026820133,0.007787015
62,0.531402985,0.017775695,0.605110483,0.638962143,gini,5,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",31,0.583762107,0.654154684,0.588315423,0.642149073,0.643257152,0.620582671,0.031539917,0.001775018,0.027036727,0.013889742
61,0.523369074,0.021443923,0.604706891,0.639819766,gini,5,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'gini', 'model__max_depth': 5, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",32,0.578843826,0.654608748,0.587861359,0.644040863,0.647419404,0.620809686,0.010435798,0.002365161,0.030424716,0.01411754
29,0.66583697,0.016828378,0.601856523,0.61164378,gini,3,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'gini', 'model__max_depth': 3, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",33,0.581794794,0.617640381,0.604964432,0.610556186,0.61881338,0.606734771,0.028047191,0.001354172,0.015271899,0.004518129
35,0.649315278,0.01828138,0.601806074,0.61164378,gini,3,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True), 'model__criterion': 'gini', 'model__max_depth': 3, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",34,0.581643462,0.617640381,0.604964432,0.610556186,0.61881338,0.606734771,0.007991301,0.005076936,0.015338193,0.004518129
164,1.346460342,0.016911983,0.601225911,0.710851732,entropy,10,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=None, step=1, verbose=0), 'model__criterion': 'entropy', 'model__max_depth': 10, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",35,0.592388015,0.716929015,0.589828969,0.714074915,0.621462086,0.701551267,0.010642478,0.001882088,0.014346685,0.006678845
124,0.461056948,0.015256325,0.60099889,0.615566468,entropy,3,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'entropy', 'model__max_depth': 3, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",36,0.571579903,0.632624489,0.604964432,0.612788498,0.626456788,0.601286417,0.015675865,0.000869604,0.022578461,0.012943635
40,0.339764039,0.016040325,0.600973666,0.61564214,gini,3,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)","StandardScaler(copy=True, with_mean=True, with_std=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'gini', 'model__max_depth': 3, 'scale': StandardScaler(copy=True, with_mean=True, with_std=True)}",37,0.571579903,0.632624489,0.604888754,0.613015513,0.626456788,0.601286417,0.016089145,0.00166539,0.022574059,0.012927827
125,0.439956665,0.018668334,0.600897992,0.615301617,entropy,3,"RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': RFE(estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'),
  n_features_to_select=20, step=1, verbose=0), 'model__criterion': 'entropy', 'model__max_depth': 3, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",38,0.571579903,0.632624489,0.598758892,0.610594022,0.632359619,0.602686341,0.038272583,0.003573561,0.024859583,0.012667393
113,1.003214916,0.019891977,0.600645747,0.6110762,entropy,3,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=False), 'model__criterion': 'entropy', 'model__max_depth': 3, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",39,0.578162833,0.615937642,0.604964432,0.610556186,0.61881338,0.606734771,0.045887998,0.004864914,0.016874327,0.003775007
119,0.952449719,0.017301877,0.600595298,0.6110762,entropy,3,"PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True)","RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)","{'pca': PCA(copy=True, iterated_power='auto', n_components=40, random_state=None,
  svd_solver='auto', tol=0.0, whiten=True), 'model__criterion': 'entropy', 'model__max_depth': 3, 'scale': RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)}",40,0.578011501,0.615937642,0.604964432,0.610556186,0.61881338,0.606734771,0.047805609,0.002146821,0.016941561,0.003775007
